product,age_group,gender,state,ry,rydesc,prjtrx
RYBELSUS,85+,UNKNOWN,MI,2,Nov 2023 - Oct 2024,1
RYBELSUS,85+,UNKNOWN,OH,1,Nov 2024 - Oct 2025,2
RYBELSUS,Under 20,FEMALE,MI,1,Nov 2024 - Oct 2025,11
RYBELSUS,Under 20,FEMALE,MI,2,Nov 2023 - Oct 2024,15
RYBELSUS,Under 20,FEMALE,MI,3,Nov 2022 - Oct 2023,40
RYBELSUS,Under 20,FEMALE,OH,1,Nov 2024 - Oct 2025,13
RYBELSUS,Under 20,FEMALE,OH,2,Nov 2023 - Oct 2024,24
RYBELSUS,Under 20,FEMALE,OH,3,Nov 2022 - Oct 2023,33
RYBELSUS,Under 20,MALE,MI,1,Nov 2024 - Oct 2025,25
RYBELSUS,Under 20,MALE,MI,2,Nov 2023 - Oct 2024,16
RYBELSUS,Under 20,MALE,MI,3,Nov 2022 - Oct 2023,20
RYBELSUS,Under 20,MALE,OH,1,Nov 2024 - Oct 2025,12
RYBELSUS,Under 20,MALE,OH,2,Nov 2023 - Oct 2024,45
RYBELSUS,Under 20,MALE,OH,3,Nov 2022 - Oct 2023,39
RYBELSUS,Unspecified,FEMALE,MI,1,Nov 2024 - Oct 2025,18
RYBELSUS,Unspecified,FEMALE,OH,1,Nov 2024 - Oct 2025,15
RYBELSUS,Unspecified,FEMALE,OH,2,Nov 2023 - Oct 2024,112
RYBELSUS,Unspecified,FEMALE,OH,3,Nov 2022 - Oct 2023,97
RYBELSUS,Unspecified,MALE,MI,1,Nov 2024 - Oct 2025,15
RYBELSUS,Unspecified,MALE,MI,2,Nov 2023 - Oct 2024,2
RYBELSUS,Unspecified,MALE,MI,3,Nov 2022 - Oct 2023,3
RYBELSUS,Unspecified,MALE,OH,1,Nov 2024 - Oct 2025,3
RYBELSUS,Unspecified,MALE,OH,2,Nov 2023 - Oct 2024,97
RYBELSUS,Unspecified,MALE,OH,3,Nov 2022 - Oct 2023,143
RYBELSUS,Unspecified,UNKNOWN,MI,1,Nov 2024 - Oct 2025,551
RYBELSUS,Unspecified,UNKNOWN,MI,2,Nov 2023 - Oct 2024,492
RYBELSUS,Unspecified,UNKNOWN,MI,3,Nov 2022 - Oct 2023,453
RYBELSUS,Unspecified,UNKNOWN,OH,1,Nov 2024 - Oct 2025,0
RYBELSUS,Unspecified,UNKNOWN,OH,2,Nov 2023 - Oct 2024,28
RYBELSUS,Unspecified,UNKNOWN,OH,3,Nov 2022 - Oct 2023,32
SAXENDA,20 to 39,FEMALE,MI,1,Nov 2024 - Oct 2025,1304
SAXENDA,20 to 39,FEMALE,MI,2,Nov 2023 - Oct 2024,4286
SAXENDA,20 to 39,FEMALE,MI,3,Nov 2022 - Oct 2023,21523
SAXENDA,20 to 39,FEMALE,OH,1,Nov 2024 - Oct 2025,304
SAXENDA,20 to 39,FEMALE,OH,2,Nov 2023 - Oct 2024,926
SAXENDA,20 to 39,FEMALE,OH,3,Nov 2022 - Oct 2023,3554
SAXENDA,20 to 39,MALE,MI,1,Nov 2024 - Oct 2025,162
SAXENDA,20 to 39,MALE,MI,2,Nov 2023 - Oct 2024,564
SAXENDA,20 to 39,MALE,MI,3,Nov 2022 - Oct 2023,2941
SAXENDA,20 to 39,MALE,OH,1,Nov 2024 - Oct 2025,79
SAXENDA,20 to 39,MALE,OH,2,Nov 2023 - Oct 2024,158
SAXENDA,20 to 39,MALE,OH,3,Nov 2022 - Oct 2023,467
SAXENDA,20 to 39,UNKNOWN,MI,2,Nov 2023 - Oct 2024,1
SAXENDA,20 to 39,UNKNOWN,MI,3,Nov 2022 - Oct 2023,1
SAXENDA,40 to 59,FEMALE,MI,1,Nov 2024 - Oct 2025,2922
SAXENDA,40 to 59,FEMALE,MI,2,Nov 2023 - Oct 2024,7979
SAXENDA,40 to 59,FEMALE,MI,3,Nov 2022 - Oct 2023,39568
SAXENDA,40 to 59,FEMALE,OH,1,Nov 2024 - Oct 2025,939
SAXENDA,40 to 59,FEMALE,OH,2,Nov 2023 - Oct 2024,2644
SAXENDA,40 to 59,FEMALE,OH,3,Nov 2022 - Oct 2023,10071
SAXENDA,40 to 59,MALE,MI,1,Nov 2024 - Oct 2025,513
SAXENDA,40 to 59,MALE,MI,2,Nov 2023 - Oct 2024,1507
SAXENDA,40 to 59,MALE,MI,3,Nov 2022 - Oct 2023,6863
SAXENDA,40 to 59,MALE,OH,1,Nov 2024 - Oct 2025,280
SAXENDA,40 to 59,MALE,OH,2,Nov 2023 - Oct 2024,536
SAXENDA,40 to 59,MALE,OH,3,Nov 2022 - Oct 2023,1625
SAXENDA,40 to 59,UNKNOWN,MI,2,Nov 2023 - Oct 2024,1
SAXENDA,40 to 59,UNKNOWN,MI,3,Nov 2022 - Oct 2023,3
SAXENDA,60 to 64,FEMALE,MI,1,Nov 2024 - Oct 2025,476
SAXENDA,60 to 64,FEMALE,MI,2,Nov 2023 - Oct 2024,1285
SAXENDA,60 to 64,FEMALE,MI,3,Nov 2022 - Oct 2023,4948
SAXENDA,60 to 64,FEMALE,OH,1,Nov 2024 - Oct 2025,192
SAXENDA,60 to 64,FEMALE,OH,2,Nov 2023 - Oct 2024,396
SAXENDA,60 to 64,FEMALE,OH,3,Nov 2022 - Oct 2023,1352
SAXENDA,60 to 64,MALE,MI,1,Nov 2024 - Oct 2025,96
SAXENDA,60 to 64,MALE,MI,2,Nov 2023 - Oct 2024,191
SAXENDA,60 to 64,MALE,MI,3,Nov 2022 - Oct 2023,1009
SAXENDA,60 to 64,MALE,OH,1,Nov 2024 - Oct 2025,29
SAXENDA,60 to 64,MALE,OH,2,Nov 2023 - Oct 2024,78
SAXENDA,60 to 64,MALE,OH,3,Nov 2022 - Oct 2023,269
SAXENDA,65 to 74,FEMALE,MI,1,Nov 2024 - Oct 2025,511
SAXENDA,65 to 74,FEMALE,MI,2,Nov 2023 - Oct 2024,758
SAXENDA,65 to 74,FEMALE,MI,3,Nov 2022 - Oct 2023,2015
SAXENDA,65 to 74,FEMALE,OH,1,Nov 2024 - Oct 2025,112
SAXENDA,65 to 74,FEMALE,OH,2,Nov 2023 - Oct 2024,222
SAXENDA,65 to 74,FEMALE,OH,3,Nov 2022 - Oct 2023,502
SAXENDA,65 to 74,MALE,MI,1,Nov 2024 - Oct 2025,145
SAXENDA,65 to 74,MALE,MI,2,Nov 2023 - Oct 2024,186
SAXENDA,65 to 74,MALE,MI,3,Nov 2022 - Oct 2023,530
SAXENDA,65 to 74,MALE,OH,1,Nov 2024 - Oct 2025,14
SAXENDA,65 to 74,MALE,OH,2,Nov 2023 - Oct 2024,52
SAXENDA,65 to 74,MALE,OH,3,Nov 2022 - Oct 2023,118
SAXENDA,75 to 84,FEMALE,MI,1,Nov 2024 - Oct 2025,137
SAXENDA,75 to 84,FEMALE,MI,2,Nov 2023 - Oct 2024,109
SAXENDA,75 to 84,FEMALE,MI,3,Nov 2022 - Oct 2023,215
SAXENDA,75 to 84,FEMALE,OH,1,Nov 2024 - Oct 2025,5
SAXENDA,75 to 84,FEMALE,OH,2,Nov 2023 - Oct 2024,19
SAXENDA,75 to 84,FEMALE,OH,3,Nov 2022 - Oct 2023,53
SAXENDA,75 to 84,MALE,MI,1,Nov 2024 - Oct 2025,15
SAXENDA,75 to 84,MALE,MI,2,Nov 2023 - Oct 2024,15
SAXENDA,75 to 84,MALE,MI,3,Nov 2022 - Oct 2023,54
SAXENDA,75 to 84,MALE,OH,1,Nov 2024 - Oct 2025,1
SAXENDA,75 to 84,MALE,OH,2,Nov 2023 - Oct 2024,1
SAXENDA,75 to 84,MALE,OH,3,Nov 2022 - Oct 2023,17
SAXENDA,85+,FEMALE,OH,3,Nov 2022 - Oct 2023,2
SAXENDA,85+,UNKNOWN,MI,3,Nov 2022 - Oct 2023,3
SAXENDA,Under 20,FEMALE,MI,1,Nov 2024 - Oct 2025,98
SAXENDA,Under 20,FEMALE,MI,2,Nov 2023 - Oct 2024,191
SAXENDA,Under 20,FEMALE,MI,3,Nov 2022 - Oct 2023,550
SAXENDA,Under 20,FEMALE,OH,1,Nov 2024 - Oct 2025,53
SAXENDA,Under 20,FEMALE,OH,2,Nov 2023 - Oct 2024,87
SAXENDA,Under 20,FEMALE,OH,3,Nov 2022 - Oct 2023,141
SAXENDA,Under 20,MALE,MI,1,Nov 2024 - Oct 2025,55
SAXENDA,Under 20,MALE,MI,2,Nov 2023 - Oct 2024,92
SAXENDA,Under 20,MALE,MI,3,Nov 2022 - Oct 2023,308
SAXENDA,Under 20,MALE,OH,1,Nov 2024 - Oct 2025,34
SAXENDA,Under 20,MALE,OH,2,Nov 2023 - Oct 2024,68
SAXENDA,Under 20,MALE,OH,3,Nov 2022 - Oct 2023,25
SAXENDA,Unspecified,FEMALE,MI,3,Nov 2022 - Oct 2023,9
SAXENDA,Unspecified,FEMALE,OH,2,Nov 2023 - Oct 2024,8
SAXENDA,Unspecified,FEMALE,OH,3,Nov 2022 - Oct 2023,6
SAXENDA,Unspecified,MALE,OH,2,Nov 2023 - Oct 2024,4
SAXENDA,Unspecified,MALE,OH,3,Nov 2022 - Oct 2023,2
SAXENDA,Unspecified,UNKNOWN,MI,1,Nov 2024 - Oct 2025,36
SAXENDA,Unspecified,UNKNOWN,MI,2,Nov 2023 - Oct 2024,134
SAXENDA,Unspecified,UNKNOWN,MI,3,Nov 2022 - Oct 2023,391
SAXENDA,Unspecified,UNKNOWN,OH,2,Nov 2023 - Oct 2024,2
SAXENDA,Unspecified,UNKNOWN,OH,3,Nov 2022 - Oct 2023,2
SOLIQUA,20 to 39,FEMALE,MI,1,Nov 2024 - Oct 2025,36
SOLIQUA,20 to 39,FEMALE,MI,2,Nov 2023 - Oct 2024,40
SOLIQUA,20 to 39,FEMALE,MI,3,Nov 2022 - Oct 2023,39
SOLIQUA,20 to 39,FEMALE,OH,1,Nov 2024 - Oct 2025,66
SOLIQUA,20 to 39,FEMALE,OH,2,Nov 2023 - Oct 2024,137
SOLIQUA,20 to 39,FEMALE,OH,3,Nov 2022 - Oct 2023,170
SOLIQUA,20 to 39,MALE,MI,1,Nov 2024 - Oct 2025,45
SOLIQUA,20 to 39,MALE,MI,2,Nov 2023 - Oct 2024,89
SOLIQUA,20 to 39,MALE,MI,3,Nov 2022 - Oct 2023,133
SOLIQUA,20 to 39,MALE,OH,1,Nov 2024 - Oct 2025,110
SOLIQUA,20 to 39,MALE,OH,2,Nov 2023 - Oct 2024,129
SOLIQUA,20 to 39,MALE,OH,3,Nov 2022 - Oct 2023,212
SOLIQUA,40 to 59,FEMALE,MI,1,Nov 2024 - Oct 2025,595
SOLIQUA,40 to 59,FEMALE,MI,2,Nov 2023 - Oct 2024,934
SOLIQUA,40 to 59,FEMALE,MI,3,Nov 2022 - Oct 2023,1284
SOLIQUA,40 to 59,FEMALE,OH,1,Nov 2024 - Oct 2025,876
SOLIQUA,40 to 59,FEMALE,OH,2,Nov 2023 - Oct 2024,1468
SOLIQUA,40 to 59,FEMALE,OH,3,Nov 2022 - Oct 2023,2270
SOLIQUA,40 to 59,MALE,MI,1,Nov 2024 - Oct 2025,842
SOLIQUA,40 to 59,MALE,MI,2,Nov 2023 - Oct 2024,1299
SOLIQUA,40 to 59,MALE,MI,3,Nov 2022 - Oct 2023,1424
SOLIQUA,40 to 59,MALE,OH,1,Nov 2024 - Oct 2025,1266
SOLIQUA,40 to 59,MALE,OH,2,Nov 2023 - Oct 2024,2061
SOLIQUA,40 to 59,MALE,OH,3,Nov 2022 - Oct 2023,2879
SOLIQUA,60 to 64,FEMALE,MI,1,Nov 2024 - Oct 2025,466
SOLIQUA,60 to 64,FEMALE,MI,2,Nov 2023 - Oct 2024,644
SOLIQUA,60 to 64,FEMALE,MI,3,Nov 2022 - Oct 2023,588
SOLIQUA,60 to 64,FEMALE,OH,1,Nov 2024 - Oct 2025,572
SOLIQUA,60 to 64,FEMALE,OH,2,Nov 2023 - Oct 2024,917
SOLIQUA,60 to 64,FEMALE,OH,3,Nov 2022 - Oct 2023,1133
SOLIQUA,60 to 64,MALE,MI,1,Nov 2024 - Oct 2025,696
SOLIQUA,60 to 64,MALE,MI,2,Nov 2023 - Oct 2024,910
SOLIQUA,60 to 64,MALE,MI,3,Nov 2022 - Oct 2023,978
SOLIQUA,60 to 64,MALE,OH,1,Nov 2024 - Oct 2025,1232
SOLIQUA,60 to 64,MALE,OH,2,Nov 2023 - Oct 2024,1597
SOLIQUA,60 to 64,MALE,OH,3,Nov 2022 - Oct 2023,1657
SOLIQUA,65 to 74,FEMALE,MI,1,Nov 2024 - Oct 2025,1503
SOLIQUA,65 to 74,FEMALE,MI,2,Nov 2023 - Oct 2024,1810
SOLIQUA,65 to 74,FEMALE,MI,3,Nov 2022 - Oct 2023,1641
SOLIQUA,65 to 74,FEMALE,OH,1,Nov 2024 - Oct 2025,2567
SOLIQUA,65 to 74,FEMALE,OH,2,Nov 2023 - Oct 2024,3085
SOLIQUA,65 to 74,FEMALE,OH,3,Nov 2022 - Oct 2023,2856
SOLIQUA,65 to 74,MALE,MI,1,Nov 2024 - Oct 2025,1931
SOLIQUA,65 to 74,MALE,MI,2,Nov 2023 - Oct 2024,2171
SOLIQUA,65 to 74,MALE,MI,3,Nov 2022 - Oct 2023,1876
SOLIQUA,65 to 74,MALE,OH,1,Nov 2024 - Oct 2025,3516
SOLIQUA,65 to 74,MALE,OH,2,Nov 2023 - Oct 2024,4016
SOLIQUA,65 to 74,MALE,OH,3,Nov 2022 - Oct 2023,3677
SOLIQUA,75 to 84,FEMALE,MI,1,Nov 2024 - Oct 2025,1167
SOLIQUA,75 to 84,FEMALE,MI,2,Nov 2023 - Oct 2024,1122
SOLIQUA,75 to 84,FEMALE,MI,3,Nov 2022 - Oct 2023,928
SOLIQUA,75 to 84,FEMALE,OH,1,Nov 2024 - Oct 2025,2034
SOLIQUA,75 to 84,FEMALE,OH,2,Nov 2023 - Oct 2024,1996
SOLIQUA,75 to 84,FEMALE,OH,3,Nov 2022 - Oct 2023,1638
SOLIQUA,75 to 84,MALE,MI,1,Nov 2024 - Oct 2025,1219
SOLIQUA,75 to 84,MALE,MI,2,Nov 2023 - Oct 2024,1273
SOLIQUA,75 to 84,MALE,MI,3,Nov 2022 - Oct 2023,1007
SOLIQUA,75 to 84,MALE,OH,1,Nov 2024 - Oct 2025,1937
SOLIQUA,75 to 84,MALE,OH,2,Nov 2023 - Oct 2024,1949
SOLIQUA,75 to 84,MALE,OH,3,Nov 2022 - Oct 2023,1531
SOLIQUA,85+,FEMALE,MI,1,Nov 2024 - Oct 2025,203
SOLIQUA,85+,FEMALE,MI,2,Nov 2023 - Oct 2024,222
SOLIQUA,85+,FEMALE,MI,3,Nov 2022 - Oct 2023,189
SOLIQUA,85+,FEMALE,OH,1,Nov 2024 - Oct 2025,411
SOLIQUA,85+,FEMALE,OH,2,Nov 2023 - Oct 2024,362
SOLIQUA,85+,FEMALE,OH,3,Nov 2022 - Oct 2023,232
SOLIQUA,85+,MALE,MI,1,Nov 2024 - Oct 2025,135
SOLIQUA,85+,MALE,MI,2,Nov 2023 - Oct 2024,133
SOLIQUA,85+,MALE,MI,3,Nov 2022 - Oct 2023,99
SOLIQUA,85+,MALE,OH,1,Nov 2024 - Oct 2025,321
SOLIQUA,85+,MALE,OH,2,Nov 2023 - Oct 2024,246
SOLIQUA,85+,MALE,OH,3,Nov 2022 - Oct 2023,209
SOLIQUA,Under 20,FEMALE,OH,2,Nov 2023 - Oct 2024,3
SOLIQUA,Under 20,FEMALE,OH,3,Nov 2022 - Oct 2023,4
SOLIQUA,Unspecified,FEMALE,OH,1,Nov 2024 - Oct 2025,32
SOLIQUA,Unspecified,FEMALE,OH,2,Nov 2023 - Oct 2024,40
SOLIQUA,Unspecified,FEMALE,OH,3,Nov 2022 - Oct 2023,36
SOLIQUA,Unspecified,MALE,OH,1,Nov 2024 - Oct 2025,14
SOLIQUA,Unspecified,MALE,OH,2,Nov 2023 - Oct 2024,6
SOLIQUA,Unspecified,MALE,OH,3,Nov 2022 - Oct 2023,4
SOLIQUA,Unspecified,UNKNOWN,MI,1,Nov 2024 - Oct 2025,34
SOLIQUA,Unspecified,UNKNOWN,MI,2,Nov 2023 - Oct 2024,91
SOLIQUA,Unspecified,UNKNOWN,MI,3,Nov 2022 - Oct 2023,53
SOLIQUA,Unspecified,UNKNOWN,OH,1,Nov 2024 - Oct 2025,4
SOLIQUA,Unspecified,UNKNOWN,OH,2,Nov 2023 - Oct 2024,9
SOLIQUA,Unspecified,UNKNOWN,OH,3,Nov 2022 - Oct 2023,11
TRULICITY,20 to 39,FEMALE,MI,1,Nov 2024 - Oct 2025,13550
TRULICITY,20 to 39,FEMALE,MI,2,Nov 2023 - Oct 2024,23764
TRULICITY,20 to 39,FEMALE,MI,3,Nov 2022 - Oct 2023,39484
TRULICITY,20 to 39,FEMALE,OH,1,Nov 2024 - Oct 2025,58925
TRULICITY,20 to 39,FEMALE,OH,2,Nov 2023 - Oct 2024,47010
TRULICITY,20 to 39,FEMALE,OH,3,Nov 2022 - Oct 2023,51352
TRULICITY,20 to 39,MALE,MI,1,Nov 2024 - Oct 2025,8932
TRULICITY,20 to 39,MALE,MI,2,Nov 2023 - Oct 2024,13304
TRULICITY,20 to 39,MALE,MI,3,Nov 2022 - Oct 2023,19998
TRULICITY,20 to 39,MALE,OH,1,Nov 2024 - Oct 2025,22844
TRULICITY,20 to 39,MALE,OH,2,Nov 2023 - Oct 2024,20503
TRULICITY,20 to 39,MALE,OH,3,Nov 2022 - Oct 2023,24741
TRULICITY,20 to 39,UNKNOWN,MI,2,Nov 2023 - Oct 2024,6
TRULICITY,20 to 39,UNKNOWN,OH,1,Nov 2024 - Oct 2025,11
TRULICITY,20 to 39,UNKNOWN,OH,2,Nov 2023 - Oct 2024,12
TRULICITY,20 to 39,UNKNOWN,OH,3,Nov 2022 - Oct 2023,9
TRULICITY,40 to 59,FEMALE,MI,1,Nov 2024 - Oct 2025,82449
TRULICITY,40 to 59,FEMALE,MI,2,Nov 2023 - Oct 2024,121308
TRULICITY,40 to 59,FEMALE,MI,3,Nov 2022 - Oct 2023,183164
TRULICITY,40 to 59,FEMALE,OH,1,Nov 2024 - Oct 2025,193597
TRULICITY,40 to 59,FEMALE,OH,2,Nov 2023 - Oct 2024,188616
TRULICITY,40 to 59,FEMALE,OH,3,Nov 2022 - Oct 2023,242733
TRULICITY,40 to 59,MALE,MI,1,Nov 2024 - Oct 2025,77574
TRULICITY,40 to 59,MALE,MI,2,Nov 2023 - Oct 2024,106362
TRULICITY,40 to 59,MALE,MI,3,Nov 2022 - Oct 2023,152480
TRULICITY,40 to 59,MALE,OH,1,Nov 2024 - Oct 2025,136229
TRULICITY,40 to 59,MALE,OH,2,Nov 2023 - Oct 2024,145475
TRULICITY,40 to 59,MALE,OH,3,Nov 2022 - Oct 2023,197800
TRULICITY,40 to 59,UNKNOWN,MI,1,Nov 2024 - Oct 2025,9
TRULICITY,40 to 59,UNKNOWN,MI,2,Nov 2023 - Oct 2024,3
TRULICITY,40 to 59,UNKNOWN,MI,3,Nov 2022 - Oct 2023,2
TRULICITY,40 to 59,UNKNOWN,OH,1,Nov 2024 - Oct 2025,67
TRULICITY,40 to 59,UNKNOWN,OH,2,Nov 2023 - Oct 2024,65
TRULICITY,40 to 59,UNKNOWN,OH,3,Nov 2022 - Oct 2023,28
TRULICITY,60 to 64,FEMALE,MI,1,Nov 2024 - Oct 2025,39080
TRULICITY,60 to 64,FEMALE,MI,2,Nov 2023 - Oct 2024,50592
TRULICITY,60 to 64,FEMALE,MI,3,Nov 2022 - Oct 2023,67127
TRULICITY,60 to 64,FEMALE,OH,1,Nov 2024 - Oct 2025,67722
TRULICITY,60 to 64,FEMALE,OH,2,Nov 2023 - Oct 2024,69844
TRULICITY,60 to 64,FEMALE,OH,3,Nov 2022 - Oct 2023,88303
TRULICITY,60 to 64,MALE,MI,1,Nov 2024 - Oct 2025,37824
TRULICITY,60 to 64,MALE,MI,2,Nov 2023 - Oct 2024,47987
TRULICITY,60 to 64,MALE,MI,3,Nov 2022 - Oct 2023,64554
TRULICITY,60 to 64,MALE,OH,1,Nov 2024 - Oct 2025,58768
TRULICITY,60 to 64,MALE,OH,2,Nov 2023 - Oct 2024,63228
TRULICITY,60 to 64,MALE,OH,3,Nov 2022 - Oct 2023,81386
TRULICITY,60 to 64,UNKNOWN,MI,1,Nov 2024 - Oct 2025,0
TRULICITY,60 to 64,UNKNOWN,MI,2,Nov 2023 - Oct 2024,7
TRULICITY,60 to 64,UNKNOWN,MI,3,Nov 2022 - Oct 2023,4
TRULICITY,60 to 64,UNKNOWN,OH,1,Nov 2024 - Oct 2025,12
TRULICITY,60 to 64,UNKNOWN,OH,3,Nov 2022 - Oct 2023,7
TRULICITY,65 to 74,FEMALE,MI,1,Nov 2024 - Oct 2025,61390
TRULICITY,65 to 74,FEMALE,MI,2,Nov 2023 - Oct 2024,76769
TRULICITY,65 to 74,FEMALE,MI,3,Nov 2022 - Oct 2023,97969
TRULICITY,65 to 74,FEMALE,OH,1,Nov 2024 - Oct 2025,87765
TRULICITY,65 to 74,FEMALE,OH,2,Nov 2023 - Oct 2024,93266
TRULICITY,65 to 74,FEMALE,OH,3,Nov 2022 - Oct 2023,112731
TRULICITY,65 to 74,MALE,MI,1,Nov 2024 - Oct 2025,57247
TRULICITY,65 to 74,MALE,MI,2,Nov 2023 - Oct 2024,70266
TRULICITY,65 to 74,MALE,MI,3,Nov 2022 - Oct 2023,91490
TRULICITY,65 to 74,MALE,OH,1,Nov 2024 - Oct 2025,75734
TRULICITY,65 to 74,MALE,OH,2,Nov 2023 - Oct 2024,82196
TRULICITY,65 to 74,MALE,OH,3,Nov 2022 - Oct 2023,100231
TRULICITY,65 to 74,UNKNOWN,MI,1,Nov 2024 - Oct 2025,11
TRULICITY,65 to 74,UNKNOWN,MI,2,Nov 2023 - Oct 2024,5
TRULICITY,65 to 74,UNKNOWN,OH,1,Nov 2024 - Oct 2025,17
TRULICITY,65 to 74,UNKNOWN,OH,2,Nov 2023 - Oct 2024,16
TRULICITY,65 to 74,UNKNOWN,OH,3,Nov 2022 - Oct 2023,21
TRULICITY,75 to 84,FEMALE,MI,1,Nov 2024 - Oct 2025,29550
TRULICITY,75 to 84,FEMALE,MI,2,Nov 2023 - Oct 2024,31874
TRULICITY,75 to 84,FEMALE,MI,3,Nov 2022 - Oct 2023,37338
TRULICITY,75 to 84,FEMALE,OH,1,Nov 2024 - Oct 2025,36233
TRULICITY,75 to 84,FEMALE,OH,2,Nov 2023 - Oct 2024,35667
TRULICITY,75 to 84,FEMALE,OH,3,Nov 2022 - Oct 2023,38691
TRULICITY,75 to 84,MALE,MI,1,Nov 2024 - Oct 2025,26422
TRULICITY,75 to 84,MALE,MI,2,Nov 2023 - Oct 2024,28835
TRULICITY,75 to 84,MALE,MI,3,Nov 2022 - Oct 2023,33636
TRULICITY,75 to 84,MALE,OH,1,Nov 2024 - Oct 2025,28307
TRULICITY,75 to 84,MALE,OH,2,Nov 2023 - Oct 2024,27829
TRULICITY,75 to 84,MALE,OH,3,Nov 2022 - Oct 2023,32152
TRULICITY,75 to 84,UNKNOWN,MI,1,Nov 2024 - Oct 2025,4
TRULICITY,75 to 84,UNKNOWN,MI,3,Nov 2022 - Oct 2023,2
TRULICITY,75 to 84,UNKNOWN,OH,1,Nov 2024 - Oct 2025,4
TRULICITY,75 to 84,UNKNOWN,OH,2,Nov 2023 - Oct 2024,3
TRULICITY,75 to 84,UNKNOWN,OH,3,Nov 2022 - Oct 2023,1
TRULICITY,85+,FEMALE,MI,1,Nov 2024 - Oct 2025,5095
TRULICITY,85+,FEMALE,MI,2,Nov 2023 - Oct 2024,4780
TRULICITY,85+,FEMALE,MI,3,Nov 2022 - Oct 2023,4867
TRULICITY,85+,FEMALE,OH,1,Nov 2024 - Oct 2025,6915
TRULICITY,85+,FEMALE,OH,2,Nov 2023 - Oct 2024,6237
TRULICITY,85+,FEMALE,OH,3,Nov 2022 - Oct 2023,6309
TRULICITY,85+,MALE,MI,1,Nov 2024 - Oct 2025,4231
TRULICITY,85+,MALE,MI,2,Nov 2023 - Oct 2024,3778
TRULICITY,85+,MALE,MI,3,Nov 2022 - Oct 2023,4032
TRULICITY,85+,MALE,OH,1,Nov 2024 - Oct 2025,4309
TRULICITY,85+,MALE,OH,2,Nov 2023 - Oct 2024,4346
TRULICITY,85+,MALE,OH,3,Nov 2022 - Oct 2023,4383
TRULICITY,85+,UNKNOWN,MI,2,Nov 2023 - Oct 2024,1
TRULICITY,85+,UNKNOWN,MI,3,Nov 2022 - Oct 2023,0
TRULICITY,85+,UNKNOWN,OH,1,Nov 2024 - Oct 2025,1
TRULICITY,85+,UNKNOWN,OH,2,Nov 2023 - Oct 2024,4
TRULICITY,85+,UNKNOWN,OH,3,Nov 2022 - Oct 2023,2
TRULICITY,Under 20,FEMALE,MI,1,Nov 2024 - Oct 2025,938
TRULICITY,Under 20,FEMALE,MI,2,Nov 2023 - Oct 2024,1132
TRULICITY,Under 20,FEMALE,MI,3,Nov 2022 - Oct 2023,1139
TRULICITY,Under 20,FEMALE,OH,1,Nov 2024 - Oct 2025,2846
TRULICITY,Under 20,FEMALE,OH,2,Nov 2023 - Oct 2024,2737
TRULICITY,Under 20,FEMALE,OH,3,Nov 2022 - Oct 2023,1472
TRULICITY,Under 20,MALE,MI,1,Nov 2024 - Oct 2025,588
TRULICITY,Under 20,MALE,MI,2,Nov 2023 - Oct 2024,847
TRULICITY,Under 20,MALE,MI,3,Nov 2022 - Oct 2023,612
TRULICITY,Under 20,MALE,OH,1,Nov 2024 - Oct 2025,1882
TRULICITY,Under 20,MALE,OH,2,Nov 2023 - Oct 2024,1597
TRULICITY,Under 20,MALE,OH,3,Nov 2022 - Oct 2023,1083
TRULICITY,Under 20,UNKNOWN,OH,1,Nov 2024 - Oct 2025,7
TRULICITY,Under 20,UNKNOWN,OH,2,Nov 2023 - Oct 2024,1
TRULICITY,Unspecified,FEMALE,MI,1,Nov 2024 - Oct 2025,7
TRULICITY,Unspecified,FEMALE,MI,2,Nov 2023 - Oct 2024,37
TRULICITY,Unspecified,FEMALE,MI,3,Nov 2022 - Oct 2023,118
TRULICITY,Unspecified,FEMALE,OH,1,Nov 2024 - Oct 2025,7
TRULICITY,Unspecified,FEMALE,OH,2,Nov 2023 - Oct 2024,1055
TRULICITY,Unspecified,FEMALE,OH,3,Nov 2022 - Oct 2023,1642
TRULICITY,Unspecified,MALE,MI,1,Nov 2024 - Oct 2025,3
TRULICITY,Unspecified,MALE,MI,2,Nov 2023 - Oct 2024,13
TRULICITY,Unspecified,MALE,MI,3,Nov 2022 - Oct 2023,97
TRULICITY,Unspecified,MALE,OH,1,Nov 2024 - Oct 2025,7
TRULICITY,Unspecified,MALE,OH,2,Nov 2023 - Oct 2024,700
TRULICITY,Unspecified,MALE,OH,3,Nov 2022 - Oct 2023,1258
TRULICITY,Unspecified,UNKNOWN,MI,1,Nov 2024 - Oct 2025,3237
TRULICITY,Unspecified,UNKNOWN,MI,2,Nov 2023 - Oct 2024,4631
TRULICITY,Unspecified,UNKNOWN,MI,3,Nov 2022 - Oct 2023,5384
TRULICITY,Unspecified,UNKNOWN,OH,1,Nov 2024 - Oct 2025,1
TRULICITY,Unspecified,UNKNOWN,OH,2,Nov 2023 - Oct 2024,197
TRULICITY,Unspecified,UNKNOWN,OH,3,Nov 2022 - Oct 2023,279
VICTOZA,20 to 39,FEMALE,MI,1,Nov 2024 - Oct 2025,263
VICTOZA,20 to 39,FEMALE,MI,2,Nov 2023 - Oct 2024,1983
VICTOZA,20 to 39,FEMALE,MI,3,Nov 2022 - Oct 2023,6224
